Worker,Employer,Role,Date
1097525,103886,1452,11/11/2020 04:00
1101962,103886,1452,11/11/2020 04:00
1113020,103886,1452,11/11/2020 04:00
1113605,103886,1452,10/11/2020 04:00
1113020,103886,1452,10/11/2020 04:00
1069925,103886,1452,10/11/2020 04:00
1119119,103886,1452,10/11/2020 04:00
1097525,103886,1452,10/11/2020 04:00
977717,103886,1452,10/11/2020 04:00
1113437,103886,1452,10/11/2020 04:00
1035680,103886,1452,10/11/2020 04:00
1133372,103886,1452,10/11/2020 04:00
1101962,103886,1452,10/11/2020 04:00
1025732,103886,1452,09/11/2020 04:00
1113020,103886,1452,09/11/2020 04:00
1085447,103886,1452,09/11/2020 04:00
1035680,103886,1452,09/11/2020 04:00
1097525,103886,1452,09/11/2020 04:00
1113437,103886,1452,09/11/2020 04:00
1119119,103886,1452,09/11/2020 04:00
1109636,103886,1452,09/11/2020 04:00
1101962,103886,1452,09/11/2020 04:00
1025732,103886,1452,08/11/2020 04:00
1109636,103886,1452,08/11/2020 04:00
1101962,103886,1452,08/11/2020 04:00
1035680,103886,1452,08/11/2020 04:00
1097003,103886,1452,08/11/2020 04:00
1113437,103886,1452,08/11/2020 04:00
1085447,103886,1452,08/11/2020 04:00
1097525,103886,1452,07/11/2020 04:00
1109636,103886,1452,07/11/2020 04:00
1115249,103886,1452,07/11/2020 04:00
1085447,103886,1452,07/11/2020 04:00
1035680,103886,1452,07/11/2020 04:00
1113605,103886,1452,07/11/2020 04:00
1101962,103886,1452,07/11/2020 04:00
1025732,103886,1452,07/11/2020 04:00
1113437,103886,1452,07/11/2020 04:00
1026944,103886,1452,06/11/2020 04:00
1113605,103886,1452,06/11/2020 04:00
163889,103886,1452,06/11/2020 04:00
1026977,103886,1452,06/11/2020 04:00
1113020,103886,1452,06/11/2020 04:00
1035680,103886,1452,06/11/2020 04:00
1101962,103886,1452,06/11/2020 04:00
1082867,103886,1452,06/11/2020 04:00
1097525,103886,1452,06/11/2020 04:00
1097525,103886,1452,05/11/2020 04:00
163889,103886,1452,05/11/2020 04:00
1085447,103886,1452,05/11/2020 04:00
1026944,103886,1452,05/11/2020 04:00
1026977,103886,1452,05/11/2020 04:00
1101962,103886,1452,05/11/2020 04:00
1049285,103886,1452,05/11/2020 04:00
1069925,103886,1452,04/11/2020 04:00
163889,103886,1452,04/11/2020 04:00
1097525,103886,1452,04/11/2020 04:00
1026977,103886,1452,04/11/2020 04:00
1113020,103886,1452,04/11/2020 04:00
1035680,103886,1452,04/11/2020 04:00
1049285,103886,1452,04/11/2020 04:00
1101962,103886,1452,04/11/2020 04:00
1026944,103886,1452,04/11/2020 04:00
1097525,103886,1452,03/11/2020 04:00
1101962,103886,1452,03/11/2020 04:00
1085447,103886,1452,03/11/2020 04:00
1026944,103886,1452,03/11/2020 04:00
163889,103886,1452,03/11/2020 04:00
1069925,103886,1452,03/11/2020 04:00
1049285,103886,1452,03/11/2020 04:00
1085447,103886,1452,02/11/2020 04:00
1101962,103886,1452,02/11/2020 04:00
1026944,103886,1452,02/11/2020 04:00
1113020,103886,1452,02/11/2020 04:00
1115249,103886,1452,02/11/2020 04:00
163889,103886,1452,02/11/2020 04:00
879176,103886,1452,02/11/2020 04:00
1035680,103886,1452,02/11/2020 04:00
1097525,103886,1452,02/11/2020 04:00
1026977,103886,1452,02/11/2020 04:00
1097525,103886,1452,01/11/2020 04:00
163889,103886,1452,01/11/2020 04:00
1026944,103886,1452,01/11/2020 04:00
1035680,103886,1452,01/11/2020 04:00
1101962,103886,1452,01/11/2020 04:00
1026977,103886,1452,01/11/2020 04:00
1101962,103886,1452,31/10/2020 04:00
163889,103886,1452,31/10/2020 04:00
1026977,103886,1452,31/10/2020 04:00
1113437,103886,1452,31/10/2020 04:00
1035680,103886,1452,31/10/2020 04:00
1049285,103886,1452,31/10/2020 04:00
1026944,103886,1452,31/10/2020 04:00
1049285,103886,1452,30/10/2020 04:00
1026944,103886,1452,30/10/2020 04:00
1113437,103886,1452,30/10/2020 04:00
1120604,103886,1452,30/10/2020 04:00
163889,103886,1452,30/10/2020 04:00
1101962,103886,1452,30/10/2020 04:00
1026977,103886,1452,30/10/2020 04:00
1035680,103886,1452,29/10/2020 04:00
1113437,103886,1452,29/10/2020 04:00
163889,103886,1452,29/10/2020 04:00
1085447,103886,1452,29/10/2020 04:00
1069925,103886,1452,29/10/2020 04:00
1025732,103886,1452,29/10/2020 04:00
1097525,103886,1452,29/10/2020 04:00
1084970,103886,1452,29/10/2020 04:00
1101962,103886,1452,29/10/2020 04:00
163889,103886,1452,28/10/2020 04:00
1035680,103886,1452,28/10/2020 04:00
1097525,103886,1452,28/10/2020 04:00
1101962,103886,1452,28/10/2020 04:00
1025732,103886,1452,28/10/2020 04:00
1113437,103886,1452,28/10/2020 04:00
1069925,103886,1452,28/10/2020 04:00
1084970,103886,1452,28/10/2020 04:00
1085447,103886,1452,28/10/2020 04:00
163889,103886,1452,27/10/2020 04:00
1025732,103886,1452,27/10/2020 04:00
1097525,103886,1452,27/10/2020 04:00
1084970,103886,1452,27/10/2020 04:00
1113437,103886,1452,27/10/2020 04:00
1085447,103886,1452,27/10/2020 04:00
1035680,103886,1452,27/10/2020 04:00
1101962,103886,1452,27/10/2020 04:00
1025732,103886,1452,26/10/2020 04:00
1085447,103886,1452,26/10/2020 04:00
1113020,103886,1452,26/10/2020 04:00
163889,103886,1452,26/10/2020 04:00
1101962,103886,1452,26/10/2020 04:00
1103390,103886,1452,26/10/2020 04:00
1035680,103886,1452,26/10/2020 04:00
1097525,103886,1452,26/10/2020 04:00
1115249,103886,1452,25/10/2020 04:00
1026977,103886,1452,25/10/2020 04:00
1036415,103886,1452,25/10/2020 04:00
1025732,103886,1452,25/10/2020 04:00
1035680,103886,1452,25/10/2020 04:00
1026944,103886,1452,25/10/2020 04:00
163889,103886,1452,25/10/2020 04:00
1101962,103886,1452,24/10/2020 03:00
1025732,103886,1452,24/10/2020 03:00
1085447,103886,1452,24/10/2020 03:00
1026944,103886,1452,24/10/2020 03:00
163889,103886,1452,24/10/2020 03:00
1026977,103886,1452,24/10/2020 03:00
1113437,103886,1452,24/10/2020 03:00
1026809,103886,1452,24/10/2020 03:00
1103390,103886,1452,24/10/2020 03:00
1047392,103886,1452,24/10/2020 03:00
1026977,103886,1452,23/10/2020 03:00
1047392,103886,1452,23/10/2020 03:00
1115249,103886,1452,23/10/2020 03:00
1113020,103886,1452,23/10/2020 03:00
1025732,103886,1452,23/10/2020 03:00
1035680,103886,1452,23/10/2020 03:00
1026944,103886,1452,23/10/2020 03:00
1085447,103886,1452,23/10/2020 03:00
163889,103886,1452,23/10/2020 03:00
1035680,103886,1452,22/10/2020 03:00
1115249,103886,1452,22/10/2020 03:00
1026977,103886,1452,22/10/2020 03:00
163889,103886,1452,22/10/2020 03:00
1026944,103886,1452,22/10/2020 03:00
1025732,103886,1452,22/10/2020 03:00
1113020,103886,1452,22/10/2020 03:00
1047392,103886,1452,22/10/2020 03:00
1082303,103886,1452,21/10/2020 03:00
1113020,103886,1452,21/10/2020 03:00
1069925,103886,1452,21/10/2020 03:00
163889,103886,1452,21/10/2020 03:00
1109636,103886,1452,21/10/2020 03:00
1101962,103886,1452,21/10/2020 03:00
1097525,103886,1452,21/10/2020 03:00
1049285,103886,1452,21/10/2020 03:00
1049285,103886,1452,20/10/2020 03:00
1084970,103886,1452,20/10/2020 03:00
1109636,103886,1452,20/10/2020 03:00
1054643,103886,1452,20/10/2020 03:00
163889,103886,1452,20/10/2020 03:00
1069925,103886,1452,20/10/2020 03:00
1097525,103886,1452,20/10/2020 03:00
1101962,103886,1452,20/10/2020 03:00
1069925,103886,1452,19/10/2020 03:00
163889,103886,1452,19/10/2020 03:00
1054643,103886,1452,19/10/2020 03:00
1097525,103886,1452,19/10/2020 03:00
1103390,103886,1452,19/10/2020 03:00
1085447,103886,1452,19/10/2020 03:00
1049285,103886,1452,19/10/2020 03:00
1026944,103886,1452,19/10/2020 03:00
1101962,103886,1452,19/10/2020 03:00
1026944,103886,1452,18/10/2020 03:00
1103390,103886,1452,18/10/2020 03:00
1054643,103886,1452,18/10/2020 03:00
1049285,103886,1452,18/10/2020 03:00
163889,103886,1452,18/10/2020 03:00
1069925,103886,1452,18/10/2020 03:00
1097003,103886,1452,18/10/2020 03:00
1054643,103886,1452,17/10/2020 03:00
1085447,103886,1452,17/10/2020 03:00
1103390,103886,1452,17/10/2020 03:00
1101962,103886,1452,17/10/2020 03:00
1026977,103886,1452,17/10/2020 03:00
1026986,103886,1452,17/10/2020 03:00
1048736,101321,304,16/10/2020 08:00
1084970,103886,1452,16/10/2020 03:00
1085447,103886,1452,16/10/2020 03:00
1026944,103886,1452,16/10/2020 03:00
1026986,103886,1452,16/10/2020 03:00
1101962,103886,1452,16/10/2020 03:00
1026977,103886,1452,16/10/2020 03:00
911618,103886,1452,16/10/2020 03:00
1054643,103886,1452,16/10/2020 03:00
1048736,101321,304,15/10/2020 08:00
1054643,103886,1452,15/10/2020 03:00
1085447,103886,1452,15/10/2020 03:00
1026977,103886,1452,15/10/2020 03:00
163889,103886,1452,15/10/2020 03:00
1026986,103886,1452,15/10/2020 03:00
1102016,103886,1452,15/10/2020 03:00
1097525,103886,1452,15/10/2020 03:00
1026944,103886,1452,15/10/2020 03:00
1048736,101321,304,14/10/2020 08:00
1035680,103886,1452,14/10/2020 03:00
1026944,103886,1452,14/10/2020 03:00
163889,103886,1452,14/10/2020 03:00
1026977,103886,1452,14/10/2020 03:00
1054643,103886,1452,14/10/2020 03:00
1048736,101321,304,13/10/2020 08:00
1082303,103886,1452,13/10/2020 03:00
1027181,103886,1452,13/10/2020 03:00
1054643,103886,1452,13/10/2020 03:00
1026977,103886,1452,13/10/2020 03:00
1049285,103886,1452,13/10/2020 03:00
1035680,103886,1452,13/10/2020 03:00
1026944,103886,1452,13/10/2020 03:00
1084970,103886,1452,13/10/2020 03:00
163889,103886,1452,13/10/2020 03:00
1048736,101321,304,12/10/2020 08:00
1035680,103886,1452,12/10/2020 03:00
1082303,103886,1452,12/10/2020 03:00
1026944,103886,1452,12/10/2020 03:00
1027181,103886,1452,12/10/2020 03:00
911132,103886,1452,12/10/2020 03:00
163889,103886,1452,12/10/2020 03:00
1054643,103886,1452,12/10/2020 03:00
163889,103886,1452,11/10/2020 03:00
911132,103886,1452,11/10/2020 03:00
1054643,103886,1452,11/10/2020 03:00
1035680,103886,1452,11/10/2020 03:00
163889,103886,1452,10/10/2020 03:00
1025732,103886,1452,10/10/2020 03:00
1026944,103886,1452,10/10/2020 03:00
1084970,103886,1452,10/10/2020 03:00
1026809,103886,1452,10/10/2020 03:00
1054643,103886,1452,10/10/2020 03:00
1026977,103886,1452,10/10/2020 03:00
1049285,103886,1452,10/10/2020 03:00
1082303,103886,1452,10/10/2020 03:00
1048736,101321,304,09/10/2020 08:00
1049285,103886,1452,09/10/2020 03:00
1054643,103886,1452,09/10/2020 03:00
1026977,103886,1452,09/10/2020 03:00
163889,103886,1452,09/10/2020 03:00
1026809,103886,1452,09/10/2020 03:00
1026986,103886,1452,09/10/2020 03:00
1026944,103886,1452,09/10/2020 03:00
1082303,103886,1452,09/10/2020 03:00
1025732,103886,1452,09/10/2020 03:00
1048736,101321,304,08/10/2020 08:00
1049285,103886,1452,08/10/2020 03:00
163889,103886,1452,08/10/2020 03:00
1026944,103886,1452,08/10/2020 03:00
1026986,103886,1452,08/10/2020 03:00
1084970,103886,1452,08/10/2020 03:00
1035680,103886,1452,08/10/2020 03:00
1054643,103886,1452,08/10/2020 03:00
1026809,103886,1452,08/10/2020 03:00
1026977,103886,1452,08/10/2020 03:00
1048736,101321,304,07/10/2020 08:00
1035680,103886,1452,07/10/2020 03:00
1054643,103886,1452,07/10/2020 03:00
1036415,103886,1452,07/10/2020 03:00
1049285,103886,1452,07/10/2020 03:00
1026986,103886,1452,07/10/2020 03:00
1026944,103886,1452,07/10/2020 03:00
1026809,103886,1452,07/10/2020 03:00
163889,103886,1452,07/10/2020 03:00
1026977,103886,1452,07/10/2020 03:00
1048736,101321,304,06/10/2020 08:00
1026944,103886,1452,06/10/2020 03:00
1026986,103886,1452,06/10/2020 03:00
1035680,103886,1452,06/10/2020 03:00
1054643,103886,1452,06/10/2020 03:00
163889,103886,1452,06/10/2020 03:00
1026809,103886,1452,06/10/2020 03:00
1084970,103886,1452,06/10/2020 03:00
1036415,103886,1452,06/10/2020 03:00
1048736,101321,304,05/10/2020 08:00
1054643,103886,1452,05/10/2020 03:00
163889,103886,1452,05/10/2020 03:00
1026986,103886,1452,05/10/2020 03:00
1035680,103886,1452,05/10/2020 03:00
1036415,103886,1452,05/10/2020 03:00
1026944,103886,1452,05/10/2020 03:00
1026809,103886,1452,05/10/2020 03:00
1054643,103886,1452,04/10/2020 03:00
1026986,103886,1452,04/10/2020 03:00
1026809,103886,1452,04/10/2020 03:00
163889,103886,1452,04/10/2020 03:00
1026977,103886,1452,04/10/2020 03:00
1036415,103886,1452,04/10/2020 03:00
1026944,103886,1452,04/10/2020 03:00
1035680,103886,1452,03/10/2020 03:00
1026944,103886,1452,03/10/2020 03:00
1026809,103886,1452,03/10/2020 03:00
163889,103886,1452,03/10/2020 03:00
1026986,103886,1452,03/10/2020 03:00
1054643,103886,1452,03/10/2020 03:00
1026977,103886,1452,03/10/2020 03:00
1048736,101321,304,02/10/2020 08:00
163889,103886,1452,02/10/2020 03:00
1035680,103886,1452,02/10/2020 03:00
1054643,103886,1452,02/10/2020 03:00
1081709,103886,1452,02/10/2020 03:00
1026986,103886,1452,02/10/2020 03:00
1048736,101321,304,01/10/2020 08:00
1026944,103886,1452,01/10/2020 03:00
1035680,103886,1452,01/10/2020 03:00
163889,103886,1452,01/10/2020 03:00
1054643,103886,1452,01/10/2020 03:00
731513,103886,1452,01/10/2020 03:00
1048736,101321,304,30/09/2020 08:00
1036415,103886,1452,30/09/2020 03:00
1026944,103886,1452,30/09/2020 03:00
1047392,103886,1452,30/09/2020 03:00
1054643,103886,1452,30/09/2020 03:00
163889,103886,1452,30/09/2020 03:00
731513,103886,1452,30/09/2020 03:00
1035680,103886,1452,30/09/2020 03:00
1048736,101321,304,29/09/2020 08:00
1026977,103886,1452,29/09/2020 03:00
1035680,103886,1452,29/09/2020 03:00
1026944,103886,1452,29/09/2020 03:00
163889,103886,1452,29/09/2020 03:00
1036415,103886,1452,29/09/2020 03:00
1054643,103886,1452,29/09/2020 03:00
731513,103886,1452,29/09/2020 03:00
1048736,101321,304,28/09/2020 08:00
1026944,103886,1452,28/09/2020 03:00
1026986,103886,1452,28/09/2020 03:00
1026809,103886,1452,28/09/2020 03:00
1054643,103886,1452,28/09/2020 03:00
1025732,103886,1452,28/09/2020 03:00
731513,103886,1452,28/09/2020 03:00
163889,103886,1452,28/09/2020 03:00
1035680,103886,1452,28/09/2020 03:00
1025732,103886,1452,27/09/2020 03:00
163889,103886,1452,27/09/2020 03:00
1035680,103886,1452,27/09/2020 03:00
731513,103886,1452,27/09/2020 03:00
1026944,103886,1452,27/09/2020 03:00
1054643,103886,1452,27/09/2020 03:00
1027181,103886,1452,27/09/2020 03:00
1025732,103886,1452,26/09/2020 03:00
163889,103886,1452,26/09/2020 03:00
1026977,103886,1452,26/09/2020 03:00
731513,103886,1452,26/09/2020 03:00
1026944,103886,1452,26/09/2020 03:00
1035680,103886,1452,26/09/2020 03:00
1026986,103886,1452,26/09/2020 03:00
1054643,103886,1452,26/09/2020 03:00
1027181,103886,1452,26/09/2020 03:00
1048736,101321,304,25/09/2020 08:00
1027181,103886,1452,25/09/2020 03:00
731513,103886,1452,25/09/2020 03:00
163889,103886,1452,25/09/2020 03:00
1035680,103886,1452,25/09/2020 03:00
1054643,103886,1452,25/09/2020 03:00
1025732,103886,1452,25/09/2020 03:00
1026986,103886,1452,25/09/2020 03:00
1026977,103886,1452,25/09/2020 03:00
1048736,101321,304,24/09/2020 08:00
1026944,103886,1452,24/09/2020 03:00
1026977,103886,1452,24/09/2020 03:00
163889,103886,1452,24/09/2020 03:00
1035680,103886,1452,24/09/2020 03:00
1026986,103886,1452,24/09/2020 03:00
1054643,103886,1452,24/09/2020 03:00
731513,103886,1452,24/09/2020 03:00
1026344,103886,1452,24/09/2020 03:00
1048736,101321,304,23/09/2020 08:00
1026344,103886,1452,23/09/2020 03:00
1026944,103886,1452,23/09/2020 03:00
1054643,103886,1452,23/09/2020 03:00
1036415,103886,1452,23/09/2020 03:00
1026977,103886,1452,23/09/2020 03:00
1035680,103886,1452,23/09/2020 03:00
731513,103886,1452,23/09/2020 03:00
163889,103886,1452,23/09/2020 03:00
1026986,103886,1452,23/09/2020 03:00
1048736,101321,304,22/09/2020 08:00
1026977,103886,1452,22/09/2020 03:00
1036415,103886,1452,22/09/2020 03:00
1054643,103886,1452,22/09/2020 03:00
731513,103886,1452,22/09/2020 03:00
1026344,103886,1452,22/09/2020 03:00
1026944,103886,1452,22/09/2020 03:00
1035680,103886,1452,22/09/2020 03:00
1026986,103886,1452,22/09/2020 03:00
163889,103886,1452,22/09/2020 03:00
1048736,101321,304,21/09/2020 08:00
163889,103886,1452,21/09/2020 03:00
731513,103886,1452,21/09/2020 03:00
1026977,103886,1452,21/09/2020 03:00
1036415,103886,1452,21/09/2020 03:00
1035680,103886,1452,21/09/2020 03:00
1026986,103886,1452,21/09/2020 03:00
1026944,103886,1452,21/09/2020 03:00
1054643,103886,1452,21/09/2020 03:00
1026344,103886,1452,21/09/2020 03:00
879176,103886,1452,20/09/2020 03:00
1035680,103886,1452,20/09/2020 03:00
1025732,103886,1452,20/09/2020 03:00
731513,103886,1452,20/09/2020 03:00
163889,103886,1452,20/09/2020 03:00
1054643,103886,1452,19/09/2020 03:00
1035680,103886,1452,19/09/2020 03:00
1026809,103886,1452,19/09/2020 03:00
1025732,103886,1452,19/09/2020 03:00
1027010,103886,1452,19/09/2020 03:00
163889,103886,1452,19/09/2020 03:00
1036415,103886,1452,19/09/2020 03:00
731513,103886,1452,19/09/2020 03:00
1048736,101321,304,18/09/2020 08:00
1025732,103886,1452,18/09/2020 03:00
1035680,103886,1452,18/09/2020 03:00
1036415,103886,1452,18/09/2020 03:00
163889,103886,1452,18/09/2020 03:00
1027010,103886,1452,18/09/2020 03:00
1054643,103886,1452,18/09/2020 03:00
731513,103886,1452,18/09/2020 03:00
1048736,101321,304,17/09/2020 08:00
1035680,103886,1452,17/09/2020 03:00
731513,103886,1452,17/09/2020 03:00
1025732,103886,1452,17/09/2020 03:00
1054643,103886,1452,17/09/2020 03:00
879176,103886,1452,17/09/2020 03:00
1036415,103886,1452,17/09/2020 03:00
1027010,103886,1452,17/09/2020 03:00
163889,103886,1452,17/09/2020 03:00
1048736,101321,304,16/09/2020 08:00
1026977,103886,1452,16/09/2020 03:00
731513,103886,1452,16/09/2020 03:00
1047392,103886,1452,16/09/2020 03:00
1054643,103886,1452,16/09/2020 03:00
1036415,103886,1452,16/09/2020 03:00
1026986,103886,1452,16/09/2020 03:00
1035680,103886,1452,16/09/2020 03:00
1048736,101321,304,15/09/2020 08:00
1054643,103886,1452,15/09/2020 03:00
1035680,103886,1452,15/09/2020 03:00
731513,103886,1452,15/09/2020 03:00
1026977,103886,1452,15/09/2020 03:00
1036415,103886,1452,15/09/2020 03:00
1026986,103886,1452,15/09/2020 03:00
1047392,103886,1452,15/09/2020 03:00
1027181,103886,1452,14/09/2020 03:00
1036415,103886,1452,14/09/2020 03:00
1026977,103886,1452,14/09/2020 03:00
1054643,103886,1452,14/09/2020 03:00
1026986,103886,1452,14/09/2020 03:00
731513,103886,1452,14/09/2020 03:00
1035680,103886,1452,14/09/2020 03:00
1047392,103886,1452,13/09/2020 03:00
1027181,103886,1452,13/09/2020 03:00
1054643,103886,1452,13/09/2020 03:00
1026977,103886,1452,13/09/2020 03:00
731513,103886,1452,13/09/2020 03:00
1026986,103886,1452,13/09/2020 03:00
163889,103886,1452,12/09/2020 03:00
1026944,103886,1452,12/09/2020 03:00
1036415,103886,1452,12/09/2020 03:00
1027010,103886,1452,12/09/2020 03:00
731513,103886,1452,12/09/2020 03:00
1026977,103886,1452,12/09/2020 03:00
1027181,103886,1452,12/09/2020 03:00
731513,103886,1452,11/09/2020 03:00
163889,103886,1452,11/09/2020 03:00
1036415,103886,1452,11/09/2020 03:00
1027010,103886,1452,11/09/2020 03:00
1026944,103886,1452,11/09/2020 03:00
1026977,103886,1452,11/09/2020 03:00
1026977,103886,1452,10/09/2020 03:00
1026944,103886,1452,10/09/2020 03:00
163889,103886,1452,10/09/2020 03:00
731513,103886,1452,10/09/2020 03:00
1036415,103886,1452,10/09/2020 03:00
1026344,103886,1452,10/09/2020 03:00
163889,103886,1452,09/09/2020 03:00
1036415,103886,1452,09/09/2020 03:00
1026977,103886,1452,09/09/2020 03:00
1026344,103886,1452,09/09/2020 03:00
731513,103886,1452,09/09/2020 03:00
1027010,103886,1452,08/09/2020 03:00
163889,103886,1452,08/09/2020 03:00
1036415,103886,1452,08/09/2020 03:00
1026986,103886,1452,08/09/2020 03:00
1025732,103886,1452,08/09/2020 03:00
